"id_key_new","cs4"
"500058243",1
"5000582433",1
"5000582439",2
"500058244",4
"5000582449",4
"500058245",2
"5000582453",4
"5000582458",4
"5000582514",1
"5000582541",1
"5000582543",2
"500058255",4
"50005827113",1
"5000582720",2
"5000582736",1
"5000582761",4
"5000582827",4
"5000582836",1
"5000582855",1
"5000582857",3
"5000582860",4
"5000582867",4
"5000582868",2
"5000582869",4
"5000582871",4
"5000582872",3
"500058288",4
"5000583019",4
"5000583030",2
"5000583032",1
"5000583037",2
"5000583040",1
"5000583067",3
"5000583070",4
"5000583076",2
"5000583285",4
"5000583286",4
"500058331",4
"500058332",1
"5000583320",1
"5000583333",1
"5000583335",1
"500058335",1
"5000583369",4
"500058351",2
"5000583510016",2
